USE_LICENSE_URL,GUID,MEDIA,SCIENTIFIC_NAME,ID_DATE,ID_HISTORY,CITATIONS,IDENTIFIED_BY,OTHERCATALOGNUMBERS,RELATEDCATALOGEDITEMS,COLLECTORS,PREPARATORS,VERBATIM_COORDINATES,SPECIMEN_EVENT_TYPE,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,SPECIMEN_EVENT_REMARK,LOCALITY_NAME,GEOREFERENCE_SOURCE,GEOREFERENCE_PROTOCOL,COORDINATEUNCERTAINTYINMETERS,DATUM,COUNTRY,STATE_PROV,FEATURE,COUNTY,ASSOCIATED_SPECIES,ORIG_ELEV_UNITS,SPEC_LOCALITY,VERBATIM_LOCALITY,COLLECTING_METHOD,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,PARTS,PARTDETAIL,DEC_LAT,DEC_LONG,COLLECTING_EVENT_ID,YEAR_COLLECTED,RELATEDSPECIMENID,NATURE_OF_ID,ENTERED_BY,COLL_EVENT_REMARKS,DAY_COLLECTED,ACCN_NUMBER,FORMATTED_SCIENTIFIC_NAME,LOCALITY_REMARKS,MAKER,SPECIMENEVENTDETERMINER,MONTH_COLLECTED,REMARK,ELEV_IN_M,INDIVIDUALCOUNT,COLLECTING_SOURCE,MADE_DATE,VERIFICATIONSTATUS,IDENTIFICATION_REMARKS
"http://creativecommons.org/publicdomain/zero/1.0/","MVZ:Mamm:72424","[]","Lepus townsendii townsendii","1999-01-27","<i>Lepus townsendii townsendii</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: unknown Remark: Former nature_of_id: legacy.","","Museum of Vertebrate Zoology, University of California, Berkeley","collector number=2046","","William B. Davis","","42.2679/-113.5772","collection","Gary W. Shugart","2004-10-02","","","GNIS downloaded Aug 2002","MaNIS georeferencing guidelines","13571.597952","North American Datum 1927","United States","Idaho","","Cassia County","","","Mt. Harrison, 10 mi S Albion","Mt. Harrison, 10 mi S. Albion","","18 Jun 1936","1936-06-18","1936-06-18","skull; skeleton","[{""ID"":""14121286"",""SF"":"""",""PN"":""skeleton"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":""[  ] Museum of Vertebrate Zoology (institution)"",""RK"":"""",""PA"":[]},{""ID"":""15121286"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":""[  ] Museum of Vertebrate Zoology (institution)"",""RK"":"""",""PA"":[]}]","42.2679","-113.5772","10146521","1936","","unknown","Encumbered","","18","5031","<i>Lepus townsendii townsendii</i>","","","Gary W. Shugart on 2004-10-02","06","","","1","wild caught","1999-01-27","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/licenses/by/3.0/","UCM:Mamm:7877","[]","Lepus townsendii campanius","1903","<i>Lepus townsendii campanius</i> (accepted ID) identified by unknown on 1903; method: unknown Remark: Former nature_of_id: legacy.","","unknown","original identifier=ERW 109","","unknown","","","collection","Ryan Allen","1903-04-12","","","","","","","United States","Wyoming","","Converse County","","","Douglas","Wyoming, Converse county, Douglas","","12 April 1903","1903-04-12","1903-04-12","skull; skin, study","not available","","","10882633","1903","","unknown","Encumbered","","12","Legacy-21","<i>Lepus townsendii campanius</i>","LatLongRemarks: Originally there was no county info. I used the Douglas UTM and a CV of 5 to cover the size of the city.; TRS Data: 32N, 71W, 9; Confidence Value: 5; UTM Zone: 13; Confidence Value: 5; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 468768; UTM_NS: 4733988","","Ryan Allen on 1903-04-12","04","","","1","wild caught","1903","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","UMNH:Mamm:23788","[]","Lepus townsendii townsendii","2016-10-24","<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: unknown Remark: Former nature_of_id: legacy.","","unknown","collector number=GDB 349","","George D. Bear","","38.2154272/-106.678405","collection","unknown","2016-10-24","OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native","","not recorded","not recorded","1000","North American Datum 1927","United States","Colorado","","Saguache County","","","2.5 mi SW junction Pass Creek road and hwy 114","United States | Colorado | Saguache","","3/11/1960","1960-03-11","1960-03-11","ear (dry); ear (dry) sample","[{""ID"":""26329895"",""SF"":"""",""PN"":""ear (dry)"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27160197"",""SF"":""26329895"",""PN"":""ear (dry)"",""LC"":""1"",""DP"":""used up"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","38.2154272","-106.678405","11009354","1960","","unknown","Encumbered","","11","0000","<i>Lepus townsendii townsendii</i>","","","unknown on 2016-10-24","03","","","1","","2016-10-24","unverified","Former nature_of_id: legacy."
"http://arctosdb.org/home/data/","MSB:Mamm:119694","[]","Lepus townsendii companius","2005-03-08","<i>Lepus townsendii companius</i> (accepted ID) identified by unknown on 2005-03-08; method: unknown Remark: Former nature_of_id: legacy.","","unknown","USGS: U.S. Geological Survey=BS/FC 19694; preparator number=EWV 291","","Ernest W. Valdez","","","collection","unknown","2012-07-08","","","Google Earth","not recorded","100","World Geodetic System 1984","United States","Nebraska","","Cherry County","","","15 miles south of Valentine along Spur 16B, just west of intersection with Highway 83","15 mi S Valentine along Spur 16B, just W intersection with Hwy 83","","25-May-1992","1992-05-25","1992-05-25","skin; skull","[{""ID"":""2261309"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""unchecked"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""2261308"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""unchecked"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","42.652117","-100.536952","1460317","1992","","unknown","Encumbered","","25","0000.116.USGS","<i>Lepus townsendii companius</i>","","","unknown on 2012-07-08","05","DOR","","1","wild caught","2005-03-08","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/licenses/by/3.0/","UTEP:ES:6-391","[]","Lepus townsendii","1987-08-12","<i>Lepus townsendii</i> (accepted ID) identified by Arthur H. Harris on 1987-08-12; method: features Remark: Former nature_of_id: expert.","","Arthur H. Harris","collector number=4427","","Arthur H. Harris","","","collection","Arthur H. Harris","1967-05-28","","UTEP:ES:Site 6","GeoLocate","GeoLocate","231","World Geodetic System 1984","United States","New Mexico","","Eddy County","","m","Harris' Pocket, Dry Cave","USA, New Mexico, Eddy, Harris' Pocket, Dry Cave, Pecos River drainage, 32.3723 Lat, -104.4815 Lon, SEC 22 W1/2 SE1/4, NE1/4SE1/4  R24E T22S, Elev. 1280 M, Strat: Upper Level  ","","1967-05-28","1967-05-28","1967-05-28","dentary; tooth, molar; tooth, premolar; tooth, incisor","[{""ID"":""26006699"",""SF"":"""",""PN"":""dentary"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""left dentary"",""PA"":[]},{""ID"":""26006700"",""SF"":"""",""PN"":""tooth, incisor"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""left I/1"",""PA"":[]},{""ID"":""26006702"",""SF"":"""",""PN"":""tooth, molar"",""LC"":""3"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""left m/1 m/2 m/3"",""PA"":[]},{""ID"":""26006701"",""SF"":"""",""PN"":""tooth, premolar"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""left p/3"",""PA"":[]}]","32.3723","-104.4815","10974170","1967","","features","Encumbered","","28","1967.008","<i>Lepus townsendii</i>","Pecos River Drainage. Dry cave.  Enlargement in small limestone corridor; lead in one direction carries to balcony of Balcony Room; in other direction, too small to follow, but apparently the source of the fossil material and probably leads to foot of deposits from Bison Sink in vicinity of UTEP 4. Carnaro Peak Topographic Quad,  Lat. 32 degrees 22.34 Minutes North, Long. 104 degrees, 28.89 minutes West.  UTM 548.770 East, 3581.640 North, NAD 27. T.22S., R.24E., Section 22.  Elevation 4200. Wisconsinan Pleistocene. Minimum date = 14470.","","Arthur H. Harris on 1967-05-28","05","","1280-1280","1","","1987-08-12","unverified","Former nature_of_id: expert."
"http://creativecommons.org/licenses/by/3.0/","UCM:Mamm:7915","[]","Lepus townsendii townsendii","1911","<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 1911; method: unknown Remark: Former nature_of_id: legacy.","","unknown","original identifier=ERW 3983","","unknown","","","collection","Todd Fielder","1911-07-08","","","","","","","United States","Colorado","","Jackson County","","","near Bighorn Ranch","Colorado, Jackson county, near Bighorn Ranch","","8 July 1911","1911-07-08","1911-07-08","skull; skin, study","not available","","","10886094","1911","","unknown","Encumbered","","08","Legacy-21","<i>Lepus townsendii townsendii</i>","LatLongRemarks: RTG - This point is the best we can do.; TRS Data: 10N, 81W, 27; Confidence Value: 6; UTM Zone: 13; Confidence Value: 6; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 375117; UTM_NS: 4518642","","Todd Fielder on 1911-07-08","07","","","1","wild caught","1911","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","UMNH:Mamm:21989","[]","Lepus townsendii townsendii","2016-10-24","<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: unknown Remark: Former nature_of_id: legacy.","","unknown","","","Boyd L. Dearden","","41.11167/-111.2025","collection","unknown","2016-10-24","OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native","","not recorded","not recorded","402","North American Datum 1927","United States","Utah","","Summit County","","m","Castle Rock, Moore Ranch","United States | Utah | Summit","","5/18/1905","1965-01-01","1965-12-31","skull","[{""ID"":""26321822"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","41.11167","-111.2025","11008076","1965","","unknown","Encumbered","","","0000","<i>Lepus townsendii townsendii</i>","VERBATIMELEVATION: 6500","","unknown on 2016-10-24","","","1981.2-1981.2","1","","2016-10-24","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","DMNS:Mamm:5228","[]","Lepus townsendii campanius","1943-07-09","<i>Lepus townsendii campanius</i> (accepted ID) identified by Alfred M. Bailey on 1943-07-09; method: features Remark: Former nature_of_id: field.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10009110"">Brown et al. 2019</a>","Alfred M. Bailey","collector number=Field #960","","Alfred M. Bailey","","40.73167/-106.28306","collection","John R. Demboski","2011-11-05","Former verification status: verified by curator.","","GeoLocate","GeoLocate","1609","World Geodetic System 1984","United States","Colorado","","Jackson County","","","Walden","Walden, Jackson Co., Colo.","","9 July 1943","1943-07-09","1943-07-09","skull; skin, study; skin, study sample","[{""ID"":""21879768"",""SF"":"""",""PN"":""skin, study"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27136507"",""SF"":""21879768"",""PN"":""skin, study"",""LC"":""1"",""DP"":""subsampled"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""21879769"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","40.73167","-106.28306","10359143","1943","","features","Encumbered","","09","1111","<i>Lepus townsendii campanius</i>","","","John R. Demboski on 2011-11-05","07","","","1","wild caught","1943-07-09","verified and locked","Former nature_of_id: field."
"http://creativecommons.org/publicdomain/zero/1.0/","UMZM:Mamm:19000","[]","Lepus townsendii","2018-08-27","<i>Lepus townsendii</i> (accepted ID) identified by unknown on 2018-08-27; method: unknown Remark: Former nature_of_id: legacy.","","unknown","collector number=389","","unknown","","","collection","unknown","2018-08-27","ESTABLISHMENTMEANS: native","","","","","","United States","Montana","","Musselshell County","","","Roundup","North America | United States | Montana | Musselshell | Montana; Musselshell Co.; Roundup","unknown","21-Jan-71","1971-01-21","1971-01-21","skin","[{""ID"":""28102457"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","","","11237095","1971","","unknown","Encumbered","","21","UMZM-2001-13","<i>Lepus townsendii</i>","","","unknown on 2018-08-27","01","DATA_ENTERED_BY: DD; FIELDNOTES: in sagebrush; DATE_OF_PREPARATION: 1/21/1971","","1","unknown","2018-08-27","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","DMNS:Mamm:3134","[]","Lepus townsendii campanius","1938-01-29","<i>Lepus townsendii campanius</i> (accepted ID) identified by Robert L. Landberg on 1938-01-29; method: features Remark: Former nature_of_id: field.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10008227"">Mills et al. 2018</a>; voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10009110"">Brown et al. 2019</a>","Robert L. Landberg","","","Robert L. Landberg","","39.74528/-104.60694","collection","Meghan L. Truckey","2012-06-25","","","GeoLocate","GeoLocate","3036","World Geodetic System 1984","United States","Colorado","","Adams County","","","Watkins","Watkins, Adams Co., Colo.","","29 January 1938","1938-01-29","1938-01-29","skull; skin, study; skin, study sample; skin, study sample","[{""ID"":""21870381"",""SF"":"""",""PN"":""skin, study"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27136482"",""SF"":""21870381"",""PN"":""skin, study"",""LC"":""1"",""DP"":""subsampled"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""29008295"",""SF"":""21870381"",""PN"":""skin, study"",""LC"":""1"",""DP"":""on loan"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""21870382"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","39.74528","-104.60694","10358733","1938","","features","Encumbered","","29","1111","<i>Lepus townsendii campanius</i>","","","Meghan L. Truckey on 2012-06-25","01","","","1","wild caught","1938-01-29","unverified","Former nature_of_id: field."
"http://creativecommons.org/publicdomain/zero/1.0/","UMZM:Mamm:5310","[]","Lepus townsendii","2018-08-27","<i>Lepus townsendii</i> (accepted ID) identified by unknown on 2018-08-27; method: unknown Remark: Former nature_of_id: legacy.","","unknown","","","unknown","","","collection","unknown","2018-08-27","ESTABLISHMENTMEANS: native","","","","","","United States","Montana","","Missoula County","","","city limits W of Missoula on Hwy 93N","North America | United States | Montana | Missoula | Montana; Missoula Co.; city limits W of Missoula on Hwy 93N","unknown","23-Feb-58","1958-02-23","1958-02-23","skull; skeleton","[{""ID"":""28071991"",""SF"":"""",""PN"":""skeleton"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""28071990"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","","","11228741","1958","","unknown","Encumbered","","23","0000","<i>Lepus townsendii</i>","","","unknown on 2018-08-27","02","; FIELDNOTES: road kill; DATE_OF_PREPARATION: 2/23/1958","","1","unknown","2018-08-27","unverified","Former nature_of_id: legacy."
"http://arctosdb.org/home/data/","UWYMV:Mamm:3000","[]","Lepus townsendii","1978-11-08","<i>Lepus townsendii</i> (accepted ID) identified by Art Foster on 1978-11-08; method: unknown Remark: Former nature_of_id: legacy.","","Art Foster","collector number=2","","Art Foster","","41.147242/-105.808821","collection","James M. Maley","2012-08-28","","","GeoLocate","BioGeoMancer","13455","World Geodetic System 1984","United States","Wyoming","","Albany County","","","16 miles SW Laramie","16 miles SW Laramie","","1978-11-08","1978-11-08","1978-11-08","skin; skull","[{""ID"":""22490659"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""in collection"",""CD"":""whole"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""22490660"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""whole"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","41.147242","-105.808821","10612367","1978","","unknown","Encumbered","","08","1","<i>Lepus townsendii</i>","","","James M. Maley on 2012-08-28","11","","","1","wild caught","1978-11-08","unverified","Former nature_of_id: legacy."
"http://arctosdb.org/home/data/","MSB:Mamm:100172","[]","Lepus townsendii companius","2005-03-08","<i>Lepus townsendii companius</i> (accepted ID) identified by unknown on 2005-03-08; method: unknown Remark: Former nature_of_id: legacy.","","unknown","USGS: U.S. Geological Survey=BS/FC 172; preparator number=10","","Cecil S. Williams","","","collection","unknown","2012-07-08","","","GeoLocate","GeoLocate","9100","World Geodetic System 1984","United States","Colorado","","Adams County","","","5 miles east of Brighton","Brighton, 5 mi E","","13-Dec-1931","1931-12-13","1931-12-13","skin; skull; skeleton, postcranial","[{""ID"":""2206975"",""SF"":"""",""PN"":""skeleton, postcranial"",""LC"":""1"",""DP"":""unchecked"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""2206976"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""unchecked"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""2206974"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""unchecked"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","39.985223","-104.725946","1455050","1931","","unknown","Encumbered","","13","0000.000.USGS","<i>Lepus townsendii companius</i>","","","unknown on 2012-07-08","12","""Day"" 148","","1","wild caught","2005-03-08","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","DMNS:Mamm:4064","[]","Lepus townsendii campanius","1940-11-15","<i>Lepus townsendii campanius</i> (accepted ID) identified by Alfred M. Bailey on 1940-11-15; method: features Remark: Former nature_of_id: field.","voucher of <a href=""http://arctos.database.museum/name/Lepus townsendii campanius"">Lepus townsendii campanius</a> in <a href=""http://arctos.database.museum/publication/10009110"">Brown et al. 2019</a>","Alfred M. Bailey","collector number=RLL/F.183","","Alfred M. Bailey","","39.73833/-104.32278","collection","Meghan L. Truckey","2012-06-25","","","GeoLocate","GeoLocate","4913","World Geodetic System 1984","United States","Colorado","","Adams County","","","Strasburg","Strasburg, Adams Co., Colo.","","15 November 1940","1940-11-15","1940-11-15","skull; skin, study","[{""ID"":""21874926"",""SF"":"""",""PN"":""skin, study"",""LC"":""1"",""DP"":""subsampled"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""21874927"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""very good"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","39.73833","-104.32278","10358736","1940","","features","Encumbered","","15","1111","<i>Lepus townsendii campanius</i>","","","Meghan L. Truckey on 2012-06-25","11","","","1","wild caught","1940-11-15","unverified","Former nature_of_id: field."
"http://creativecommons.org/licenses/by/3.0/","UTEP:ES:22-1092","[{""MI"":""10576764"",""MT"":""image/png"",""PU"":""https://web.corral.tacc.utexas.edu/arctos-s3/jegelewicz/2018-04-21/tn/tn_AnimalFairGrid.jpg"",""MU"":""https://web.corral.tacc.utexas.edu/arctos-s3/jegelewicz/2018-04-21/AnimalFairGrid.png"",""MC"":""image""}]","Lepus townsendii","1987-08-12","<i>Lepus townsendii</i> (accepted ID) identified by Arthur H. Harris on 1987-08-12; method: features Remark: Former nature_of_id: expert.","","Arthur H. Harris","","","University of Texas - El Paso","","","collection","University of Texas - El Paso","1971-12-31","","UTEP:ES:Site 22","collector","not recorded","1000","World Geodetic System 1984","United States","New Mexico","","Eddy County","","m","Dry Cave, Animal Fair","USA, New Mexico, Eddy, Animal Fair, Dry Cave, Pecos River drainage, 32.3723 Lat, -104.4815 Lon, SEC 22 R24E T22S, Elev. 1280 M, Strat: A8 L1","","1971--","1971-01-01","1971-12-31","dentary; tooth, molar; tooth, premolar; tooth, incisor","[{""ID"":""26483262"",""SF"":"""",""PN"":""dentary"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""left dentary i/1 p/3 p/4 m/1"",""PA"":[]},{""ID"":""26483263"",""SF"":"""",""PN"":""tooth, incisor"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""left i/1"",""PA"":[]},{""ID"":""26483265"",""SF"":"""",""PN"":""tooth, molar"",""LC"":""1"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""left m/1"",""PA"":[]},{""ID"":""26483264"",""SF"":"""",""PN"":""tooth, premolar"",""LC"":""2"",""DP"":""in collection"",""CD"":""good"",""BC"":"""",""CP"":"""",""RK"":""left p/3 p/4"",""PA"":[]}]","32.3723","-104.4815","11030159","1971","","features","Encumbered","Collector listed as UTEP8","","1971.007","<i>Lepus townsendii</i>","Pecos River drainage, SEC 22 R24E T22S","","University of Texas - El Paso on 1971-12-31","","Specimen Age Estimate - minimum date: 15030","1280-1280","1","","1987-08-12","unverified","Former nature_of_id: expert."
"http://creativecommons.org/publicdomain/zero/1.0/","UMNH:Mamm:23804","[]","Lepus townsendii townsendii","2016-10-24","<i>Lepus townsendii townsendii</i> (accepted ID) identified by unknown on 2016-10-24; method: unknown Remark: Former nature_of_id: legacy.","","unknown","collector number=GDB 181","","George D. Bear","","38.1994298/-106.8269454","collection","unknown","2016-10-24","OCCURRENCEREMARKS: wild caught; ESTABLISHMENTMEANS: native","","not recorded","not recorded","500","North American Datum 1927","United States","Colorado","","Saguache County","","","Old Agency Ranger Station, Cochetopa Park","United States | Colorado | Saguache","","12/29/1959","1959-12-29","1959-12-29","skin; skin sample; skull","[{""ID"":""26329025"",""SF"":"""",""PN"":""skin"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""27160213"",""SF"":""26329025"",""PN"":""skin"",""LC"":""1"",""DP"":""used up"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]},{""ID"":""26329026"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","38.1994298","-106.8269454","11009246","1959","","unknown","Encumbered","","29","0000","<i>Lepus townsendii townsendii</i>","","","unknown on 2016-10-24","12","","","1","","2016-10-24","unverified","Former nature_of_id: legacy."
"http://arctosdb.org/home/data/","UWBM:Mamm:20196","[]","Lepus townsendii","2017-07-11","<i>Lepus townsendii</i> (accepted ID) identified by unknown on 2017-07-11; method: unknown Remark: Former nature_of_id: legacy.","","unknown","","","","","44.9677/-120.7664","collection","unknown","2017-07-11","native","","unknown","not recorded","1720","North American Datum 1927","United States","Oregon","","Wasco County","","","Shaniko; 2.5 mi S, 0.75 mi W","USA | Oregon | Wasco | Shaniko; 2.5 mi S, 0.75 mi W","","before 2017-07-11","1958-06-15","1958-06-15","skull","[{""ID"":""27031974"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","44.9677","-120.7664","11101675","1958","","unknown","Encumbered","","15","1963117","<i>Lepus townsendii</i>","; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Gary W. Shugart (PSM); GEOREFERENCEDDATE: 2 Jul 2002; GEOREFERENCESOURCES: GNIS downloaded Feb 2002; GEOREFERENCEVERIFICATIONSTATUS: requires verification","","unknown on 2017-07-11","06","","","1","","2017-07-11","unverified","Former nature_of_id: legacy."
"http://creativecommons.org/publicdomain/zero/1.0/","UMZM:Mamm:20374","[]","Lepus townsendii","2018-08-27","<i>Lepus townsendii</i> (accepted ID) identified by unknown on 2018-08-27; method: unknown Remark: Former nature_of_id: legacy.","","unknown","","","unknown","","","collection","unknown","2018-08-27","ESTABLISHMENTMEANS: native","","","","","","United States","Montana","","Gallatin County","","","no specific locality recorded","North America | United States | Montana | Gallatin | Montana; Gallatin Co.","unknown","before 2018-08-27","1800","1980-03","skull","[{""ID"":""28098128"",""SF"":"""",""PN"":""skull"",""LC"":""1"",""DP"":""in collection"",""CD"":""unchecked"",""BC"":"""",""CP"":"""",""RK"":"""",""PA"":[]}]","","","11235826","","","unknown","Encumbered","","","UMZM-2012-28","<i>Lepus townsendii</i>","","","unknown on 2018-08-27","","DATA_ENTERED_BY: E. Beckman; FIELDNOTES: additional info: LT-41; donated March 1980","","1","wild caught","2018-08-27","unverified","Former nature_of_id: legacy."
